id,name,year,rating,availability
559,"1 CAG Story, The",1977,NULL,Yes
562,1 Fijo,2003,NULL,Yes
563,1 Giant Leap,2002,6.4,Yes
564,1 heure 30 d'amour,1974,NULL,Yes
565,1 Is for Gun,1998,NULL,Yes
566,1 km  pied,2003,NULL,Yes
567,1 Maj 1949,1949,NULL,Yes
568,1 Maj 1970,1970,NULL,Yes
569,1 Maj 1973,1973,NULL,Yes
570,1 maya,1948,NULL,Yes
571,1 mei ballade,1962,NULL,Yes
572,1 na 1,2002,5.9,Yes
576,1 s a semmi,2004,NULL,Yes
577,1+1=1?,1980,NULL,Yes
578,1+2 = Paradise,1989,NULL,Yes
579,"1, 2, 3, Coco",1991,NULL,Yes
580,"1,000 Dollars a Minute",1935,NULL,Yes
584,"1,500,000 of Us",1959,NULL,Yes
585,"1,99 - Um Supermercado Que Vende Palavras",2003,4.9,Yes
586,1-Jan,1986,NULL,Yes
587,1-100,1978,NULL,Yes
588,1-2-3 Corona,1948,NULL,Yes
589,1-2-3 Go!,1941,2.3,Yes
590,1-2-3 Magic,1990,NULL,Yes
591,1-2-3-4 ou Les Collants noirs,1960,7.3,Yes
594,1-900,1996,2,Yes
595,1-Ichi,2003,NULL,Yes
597,1. April 2000,1952,6.8,Yes
598,1. de ei,2000,NULL,Yes
599,1. maj 1960,1960,NULL,Yes
600,1. maj 1961 godine u Sarajevu,1961,NULL,Yes
601,1/2 8,1995,NULL,Yes
602,1/2 Acht,1999,NULL,Yes
603,1/2 Mensch,1986,7.4,Yes
604,1/3 qing ren,1992,NULL,Yes
605,1/57: Versuch mit synthetischem Ton (Test),1957,NULL,Yes
606,10,1979,5.7,Yes
607,10 + 2: El gran secreto,2001,NULL,Yes
609,10 Again,2003,NULL,Yes
610,10 Attitudes,2001,1.7,Yes
611,10 Beers in 10 Minutes,1999,NULL,Yes
612,10 Cents a Minute,2001,NULL,Yes
613,10 Days in a Nudist Camp,1952,NULL,Yes
614,"10 Days, 10 Years",2003,NULL,Yes
615,"10 del Texas, I",1961,3.8,Yes
616,10 dit sulmi,1970,NULL,Yes
617,10 dni neplateni,1972,NULL,Yes
618,10 from Your Show of Shows,1973,8.8,Yes
619,10 Jahre DDR in Filmdokumenten 1949-1959,1959,NULL,Yes
620,10 juin 1944,1961,NULL,Yes
621,10 Magnificent Blondes,2003,NULL,Yes
622,10 Magnificent Killers,1977,2.6,Yes
625,"10 meraviglie dell'amore, Le",1969,NULL,Yes
626,10 Miles/Hour,1970,NULL,Yes
627,"10 Million Dollar Getaway, The",1991,NULL,Yes
628,10 minuta,2002,8,Yes
629,10 Minute Film School,1998,NULL,Yes
630,"10 Minute Run!!!, The",2001,NULL,Yes
631,10 Minuten Berlin,1989,NULL,Yes
632,10 Minuten zwischen Hamburg und Salzburg,2004,NULL,Yes
633,10 More Minutes... Anatomy of a Shootout,1998,NULL,Yes
634,10 on Ten,2004,5.8,Yes
635,10 pecados y un acto de contricin,2001,NULL,Yes
636,10 pesen o Moskve,1997,NULL,Yes
637,10 pesos,2003,NULL,Yes
639,10 Rillington Place,1971,7.1,Yes
640,10 seconden,2001,NULL,Yes
641,10 Seconds,1998,7.3,Yes
642,10 Tage in Calcutta,1984,NULL,Yes
643,"10 Tage, ein ganzes Leben",2004,NULL,Yes
644,10 Things I Hate About You,1999,6.7,Yes
645,10 to Midnight,1983,5.4,Yes
646,10 Violent Women,1982,4.1,Yes
647,10 vistas de los lugares ms poticos y concurridos de Orizaba,1905,NULL,Yes
648,10 vjetori i lavdishm,1954,NULL,Yes
650,10 Years of Heartbeat,2002,NULL,Yes
651,10 r der rystede verden,1991,NULL,Yes
652,10 r p bagen - 3 r i skyggen,1990,NULL,Yes
653,10% nadeje,1976,NULL,Yes
656,"10,000 Black Men Named George",2002,NULL,Yes
657,"10,000 Cigarettes",2004,NULL,Yes
658,"10,000 Delusions",1999,NULL,Yes
659,"10,000 Dollars",1915,NULL,Yes
660,"10,000 Kids and a Cop",1948,NULL,Yes
661,"10,000 Maniacs Time Capsule",1990,NULL,Yes
662,10-13 - nur Lgen vielleicht,1992,NULL,Yes
663,10-7 for Life,1995,NULL,Yes
664,10-93/11-94 Musikvideos aus sterreich,1994,NULL,Yes
665,10-Speed,2001,NULL,Yes
666,10-Yard Fight,1983,NULL,Yes
667,"10. Mai, Der",1957,NULL,Yes
669,10.32,1966,NULL,Yes
670,10.7,1997,NULL,Yes
671,10/65: Selbstverstmmelung,1965,NULL,Yes
672,100 aos de perdn,1998,6.3,Yes
673,100 Bullets,2004,NULL,Yes
674,100 Cameras: Capturing Lars Von Trier's Vision,2000,NULL,Yes
675,100 Days,1991,5.9,Yes
676,100 Days,2001,6.4,Yes
677,100 Days in the Jungle,2002,NULL,Yes
678,100 de lei,1973,NULL,Yes
679,100 dessins dessous,1996,NULL,Yes
680,100 Doors,2003,NULL,Yes
681,100 dragspel och en flicka,1946,NULL,Yes
682,100 Girls,2000,5.8,Yes
683,100 Girls by Bunny Yeager,1999,NULL,Yes
684,100 gramm dlya khrabrosti,1976,NULL,Yes
685,"100 Greatest Kids TV Shows, The",2001,NULL,Yes
686,"100 Greatest Movie Stars, The",2003,NULL,Yes
687,"100 Greatest Musicals, The",2003,NULL,Yes
688,100 Greatest Number One Singles,2001,NULL,Yes
689,"100 Greatest TV Ads, The",2000,NULL,Yes
690,"100 Greatest TV Characters, The",2001,NULL,Yes
691,100 Greatest TV Moments from Hell,2000,NULL,Yes
692,"100 Greatest TV Moments, The",1999,NULL,Yes
693,100 Greatest Videos,2003,NULL,Yes
694,100 Greatest Women of Rock & Roll,1999,NULL,Yes
695,100 Jahre Adolf Hitler - Die letzte Stunde im Fhrerbunker,1989,6.3,Yes
696,100 Jahre FC Bayern,2000,NULL,Yes
697,100 Jahre Kino,1995,NULL,Yes
698,100 Jahre Mattscheibe,1997,NULL,Yes
699,100 kelloa,1998,NULL,Yes
700,100 Kilos,2001,NULL,Yes
701,100 kilos de plomo,2002,NULL,Yes
702,"100 Kilos de Reyna, Los",1998,NULL,Yes
703,100 Lat W Kinie,1995,NULL,Yes
704,"100 Lives of Black Jack Savage, The",1991,NULL,Yes
705,100 Lovers of Jesus Reynolds,2004,NULL,Yes
706,100 meter fri,1993,NULL,Yes
707,100 Mile Rule,2002,5.6,Yes
708,100 milinu zen,1942,NULL,Yes
709,100 minuta slave,2004,6.8,Yes
710,100 Most Irresistible Women,2003,NULL,Yes
711,100 Pigmies and Andy Panda,1940,NULL,Yes
712,100 plus,1967,NULL,Yes
713,100 Pro,2001,5.2,Yes
714,100 Proof,1997,3.3,Yes
715,100 Rifles,1969,5.6,Yes
716,100 Sexiest Artists,2002,NULL,Yes
717,"100 tag cignyzenekar a Hsk tern, A",1996,NULL,Yes
718,"100 to One Shot; or, A Run of Luck, The",1906,NULL,Yes
719,100 tona shtastie,1978,NULL,Yes
720,100 Worst Pop Records,2004,NULL,Yes
722,100 Years in Search of Solitude,2000,NULL,Yes
723,100 Years of Hope and Humor,2003,NULL,Yes
724,100 Years of Horror,1996,NULL,Yes
725,100 Years of Horror: Freaks,1996,NULL,Yes
726,100 Years of Horror: Giants and Dinosaurs,1996,NULL,Yes
727,100 Years of Horror: Maniacs,1996,NULL,Yes
728,100 Years of Horror: Scream Queens,1996,NULL,Yes
729,100 Years of Horror: Sorcerers,1996,NULL,Yes
730,100 Years of Horror: The Aristocrats of Evil,1996,NULL,Yes
731,100 Years of Horror: The Count and Company,1996,NULL,Yes
732,100 Years of Horror: The Double Demons,1996,NULL,Yes
733,100 Years of Horror: The Evil Unseeable,1996,NULL,Yes
734,100 Years of Horror: The Frankenstein Family,1996,NULL,Yes
735,100 Years of Horror: The Monster Makers,1996,NULL,Yes
736,100 Years of Horror: The Walking Dead,1996,NULL,Yes
737,100 Years of Horror: Witchcraft and Demons,1996,NULL,Yes
739,100 Years of Olympic Glory,1996,NULL,Yes
740,100 Years of the Hollywood Western,1994,NULL,Yes
741,100 Years of Women,1999,NULL,Yes
742,100 Years: The Australian Story,2001,NULL,Yes
743,100% Amateur - Vol. 36,1997,NULL,Yes
744,100% Amateur 23,1996,NULL,Yes
745,100% Amateur 44,1998,NULL,Yes
746,100% Amateur 47,1998,NULL,Yes
749,100% Arabica,1997,2.4,Yes
750,100% bio,2003,NULL,Yes
754,100% Blowjobs 12,2003,NULL,Yes
755,100% Blowjobs 13,2003,NULL,Yes
759,100% Blowjobs 17,2003,NULL,Yes
760,100% Blowjobs 18,2003,NULL,Yes
763,100% Blowjobs 20,2003,NULL,Yes
764,100% Blowjobs 21,2003,NULL,Yes
765,100% Blowjobs 22,2003,NULL,Yes
766,100% Blowjobs 23,2004,NULL,Yes
767,100% Blowjobs 24,2004,NULL,Yes
768,100% Blowjobs 25,2004,NULL,Yes
770,100% Blowjobs 27,2004,NULL,Yes
780,100% Cotton,2003,NULL,Yes
781,100% Girls,2003,NULL,Yes
782,100% Healthy with Anne Diamond,1997,NULL,Yes
783,100% Helmig,2001,NULL,Yes
784,100% Interracial,2003,NULL,Yes
785,100% Interracial 2,2003,NULL,Yes
786,100% Interracial 3,2004,NULL,Yes
789,100% lana,1999,NULL,Yes
790,100% Masturbations 1,2003,NULL,Yes
795,100% NYC: Tribeca Film Festival,2003,NULL,Yes
796,100% Outdoor Fun,2003,NULL,Yes
797,100% potosino,2001,NULL,Yes
798,100% Service,1931,7.8,Yes
801,100% Wool,1986,NULL,Yes
802,"100%, the Art of Conversation",1996,NULL,Yes
803,"100,000",2001,NULL,Yes
804,"100,000 Cobbers",1942,NULL,Yes
805,"100.000 korons ruha, A",1918,NULL,Yes
806,1000 AD,1999,NULL,Yes
807,1000 Boomerangs,1994,5.2,Yes
808,1000 Caloriot,2001,NULL,Yes
809,1000 Convicts and a Woman,1971,6.9,Yes
810,1000 Cumshots,2003,NULL,Yes
811,1000 DM,2004,NULL,Yes
812,1000 Dollar Belohnung,1923,NULL,Yes
813,1000 dollarov v odnu storonu,1991,NULL,Yes
814,1000 Feet,2000,NULL,Yes
815,1000 godina Pazina,1983,NULL,Yes
816,1000 hronia prin,1977,NULL,Yes
817,1000 kivika trela,1986,NULL,Yes
818,1000 Marys,2001,NULL,Yes
819,1000 Meilen fr die Liebe,2001,NULL,Yes
820,1000 Miles From Nowhere,1998,NULL,Yes
821,1000 pse?,1975,NULL,Yes
822,1000 Rosen,1994,5.5,Yes
823,1000 Shapes of a Female,1963,2.2,Yes
824,1000 Thalaivangi Apoorva Chintamani,1947,NULL,Yes
825,1000 Worte deutsch,1930,NULL,Yes
826,1000-nen kizami no hidokei,1987,NULL,Yes
827,10000 malchikov,1961,NULL,Yes
828,100000 lires,1948,NULL,Yes
829,"10000th Day, The",1997,8,Yes
830,1001 Arabian Knots,1994,NULL,Yes
831,1001 Arabian Nights,1959,5.7,Yes
832,1001 crtez,1960,NULL,Yes
834,1001 films,1989,NULL,Yes
835,"1001 marguerites, Les",1986,NULL,Yes
836,1001 Nights,1996,NULL,Yes
837,1001 Nights,1998,9,Yes
838,"1001 Posies do Amor, As",1979,NULL,Yes
839,"1001. kilomter, Az",1973,NULL,Yes
840,1002,1992,NULL,Yes
841,1002 AD Khajoraho,1973,NULL,Yes
842,"1003. Nacht, Die",1993,NULL,Yes
843,"100th Telecast: Pavarotti Plus! Live from Lincoln Center, The",1991,NULL,Yes
844,100th Test Match at Lord's: The Ultimate Test,2000,NULL,Yes
845,101,1989,7.6,Yes
846,101 Biggest Celebrity Oops,2004,NULL,Yes
847,101 Dalmatians,1996,5.6,Yes
848,101 Dalmatians,1998,NULL,Yes
849,101 Dalmatians II: Patch's London Adventure,2003,NULL,Yes
850,101 Dalmatians Sing Along,1996,NULL,Yes
851,"101 Dalmatians, a Canine's Tale",1996,NULL,Yes
852,101 Dalmatians: Escape from DeVil Manor,1999,NULL,Yes
853,101 Days of 101 Dalmatians,1995,NULL,Yes
866,101 Most Starlicious Makeovers,2004,NULL,Yes
867,101 Most Unforgettable SNL Moments,2004,NULL,Yes
868,101 Reasons Why the 90s Rocked,2004,NULL,Yes
869,101 Rent Boys,2000,6.1,Yes
870,101 Reykjavk,2000,6.9,Yes
871,101 Sensual Ways of Making Love,1993,NULL,Yes
872,101 Sex Positions,1994,1.7,Yes
873,101 Things Removed From the Human Body,2004,NULL,Yes
874,101 Ways (The Things a Girl Will Do to Keep Her Volvo),2000,NULL,Yes
875,101-vy kilometer,2001,5.8,Yes
876,"101st Proposition, The",1994,5.2,Yes
877,"101st Regiment, French Infantry",1898,NULL,Yes
878,102,2001,NULL,Yes
879,102 Boulevard Haussmann,1991,NULL,Yes
880,102 Dalmatians,2000,4.7,Yes
881,102 Dalmatians: Puppies to the Rescue,2000,NULL,Yes
882,102 Liebespositionen,2001,NULL,Yes
883,103 Degrees,1993,NULL,Yes
884,103 Megacycles,1984,NULL,Yes
885,"104th Street Curve, New York, Elevated Railway",1899,3.3,Yes
886,105 % alibi,1959,NULL,Yes
887,105 ha otoko no bang,1996,NULL,Yes
888,106 Dana,1966,NULL,Yes
889,1066: And All That,1939,NULL,Yes
890,108 Stitches,2001,NULL,Yes
891,1080 Snowboarding,1998,NULL,Yes
892,1080: Avalanche,2003,NULL,Yes
893,10:10,2000,6.1,Yes
894,10:18,1995,NULL,Yes
895,10:30 Check-Out,2002,NULL,Yes
896,10:30 P.M. Summer,1966,5.8,Yes
897,10b/65: Silber - Aktion Brus,1965,NULL,Yes
898,10e chambre - Instants d'audience,2004,7.1,Yes
899,10th & Wolf,2006,NULL,Yes
900,10th Annual Screen Actors Guild Awards,2004,NULL,Yes
901,"10th Kingdom: The Making of an Epic, The",2000,NULL,Yes
902,10th Penn'a Volunteers,1899,NULL,Yes
903,10th Pennsylvania Drilling at Manila,1903,NULL,Yes
904,10th U.S. Infantry Disembarking From Cars,1898,NULL,Yes
905,"10th U.S. Infantry, 2nd Battalion Leaving Cars",1898,2.8,Yes
906,11,1980,NULL,Yes
907,"11 commandements, Les",2004,5,Yes
908,11 de septiembre (2002/I),2002,NULL,Yes
909,11 de septiembre de 1973. El ltimo combate de Salvador Allende,1998,7.3,Yes
910,11 Harrowhouse,1974,5.9,Yes
911,11 in Life,1998,NULL,Yes
912,11 juni 1990,1991,NULL,Yes
913,11 Minutes Ago,2005,NULL,Yes
914,"11 november, wapenstilstand",1931,NULL,Yes
915,11 O'Clock,1948,NULL,Yes
916,11 ottavi,2000,NULL,Yes
917,"11 septembre n'a pas eu lieu..., Le",2004,NULL,Yes
918,11 Steps to Survival,1973,NULL,Yes
919,11 Uhr 59,2000,NULL,Yes
920,11 x 14,1977,NULL,Yes
921,11'09''01 - September 11,2002,6.9,Yes
922,"11* mandamiento, El",2000,NULL,Yes
923,11-22-63: The Day the Nation Cried,1989,NULL,Yes
924,11.09. - Verbrechen gegen die Menschheit,2002,NULL,Yes
925,110 All Star Cumshots 1,1999,NULL,Yes
926,110 Stories,2002,NULL,Yes
927,110% Greve,2004,NULL,Yes
934,110/220,1999,NULL,Yes
935,111 Gramercy Park,2003,NULL,Yes
936,"111-es, A",1920,NULL,Yes
937,"111-es, A",1937,NULL,Yes
938,1116,1972,NULL,Yes
939,1126,1995,NULL,Yes
940,112th & Central: Through the Eyes of the Children,1992,NULL,Yes
941,"112th Dream, The",2001,NULL,Yes
943,113 skud,1994,NULL,Yes
944,1132 Pleasant Street,2000,NULL,Yes
945,1161 - Panzerknacker,1994,NULL,Yes
946,117,1976,NULL,Yes
947,117,1999,NULL,Yes
948,117 police secours,2001,NULL,Yes
949,119,1994,4.9,Yes
950,119 Kadurim + Shlosha,1995,NULL,Yes
951,"119, The",1997,NULL,Yes
952,11:00 AM,1999,NULL,Yes
953,11:11,2004,4.7,Yes
954,11:11,2005,NULL,Yes
955,11:14,2003,7.2,Yes
956,11:30 P.M.,1915,NULL,Yes
957,11th & Congress,2000,NULL,Yes
958,"11th American Music Awards, The",1984,NULL,Yes
959,"11th Annual People's Choice Awards, The",1985,NULL,Yes
960,11th Hour,1997,NULL,Yes
961,11th Hour,2004,NULL,Yes
962,"11th Hour, The",1995,NULL,Yes
963,"11th Hour, The",2005,NULL,Yes
964,11th Victim,1979,NULL,Yes
965,12 (2003/I),2003,6,Yes
966,12 (2003/II),2003,9.8,Yes
967,12 1/2 Inches,1996,NULL,Yes
968,12 and Holding,2005,NULL,Yes
969,12 Angry Men,1957,8.7,Yes
970,12 Angry Men,1997,NULL,Yes
971,12 B,2001,NULL,Yes
972,12 Bilder fr Konrad,1997,NULL,Yes
973,12 Bucks,1998,5.1,Yes
975,12 Days in July,1998,NULL,Yes
976,12 Days of Terror,2004,NULL,Yes
977,"12 Dogs of Christmas, The",2004,NULL,Yes
978,12 Evas para un paraso,1989,NULL,Yes
979,12 horas,2001,5.5,Yes
980,12 Hot Women,2003,4.7,Yes
981,12 Inches of Dangling Fury,2003,NULL,Yes
982,12 meseci zime,1983,NULL,Yes
983,12 mesyatsev,1956,8.4,Yes
984,12 Mile Road,2003,NULL,Yes
985,12 Mdchen und 1 Mann,1959,NULL,Yes
986,12 nyangjali insaeng,1963,NULL,Yes
987,12 O'Clock,1958,3.5,Yes
989,12 pasos,2000,NULL,Yes
990,12 punts,2004,NULL,Yes
992,12 Rounds,2000,NULL,Yes
993,12 Stops on the Road to Nowhere,1999,8.4,Yes
994,12 Stories About Eileen,2003,NULL,Yes
995,12 stulyev,1971,9.3,Yes
996,12 Tiny Christmas Tales,2001,NULL,Yes
997,12 Uhr mittags kommt der Bo,1968,NULL,Yes
999,12 vistas tomadas 6 horas despues de la catastrofe del ferrocarril Mexicano en el puente de Metlac (,1905,NULL,Yes
1000,12.1,1919,NULL,Yes
1001,12/9/01,2003,NULL,Yes
1003,120 decibels,1987,NULL,Yes
1004,120 godina Gornjeg Milanovca,1974,NULL,Yes
1005,120 Navipovih godina,1968,NULL,Yes
1006,"120 Tage von Bottrop, Die",1997,3.1,Yes
1007,"120, rue de la Gare",1946,NULL,Yes
1008,120-as temp,1937,NULL,Yes
1009,121 rue Blanche  Paris,1961,NULL,Yes
1010,122 Eyes,1950,NULL,Yes
1011,1220,1983,NULL,Yes
1012,124 gunbudae,1970,NULL,Yes
1013,1249 km,1989,NULL,Yes
1014,125 godina BIP-a,1975,NULL,Yes
1015,125 Rooms of Comfort,1974,NULL,Yes
1016,125 rue Montmartre,1959,5.5,Yes
1017,127 millones libres de impuestos,1980,7,Yes
1018,12:01,1993,NULL,Yes
1019,12:01 PM,1990,7.1,Yes
1020,12:35,2002,8.2,Yes
1021,12inui hasuksaeng,1979,NULL,Yes
1022,"12th Annual American Music Awards, The",1985,NULL,Yes
1023,12x12,2000,NULL,Yes
1024,13 (1999/I),1999,4,Yes
1025,13 Bourbon St.,1997,NULL,Yes
1026,13 Dead Men,2003,2,Yes
1027,13 dni,1964,NULL,Yes
1028,13 East Street,1952,NULL,Yes
1029,13 Erotic Ghosts,2002,3.1,Yes
1030,13 Fighting Men,1960,4.3,Yes
1031,13 figures de Sarah Beauchesne,1994,NULL,Yes
1032,13 Floors,1991,NULL,Yes
1033,13 French Street,2005,NULL,Yes
1034,13 Frightened Girls,1963,4.8,Yes
1035,13 Gantry Row,1998,NULL,Yes
1036,13 Ghosts,1960,5.6,Yes
1037,13 Ghosts: The Magic of Illusion-O,2001,NULL,Yes
1038,13 Going On 30,2004,6.3,Yes
1039,13 jours en France,1968,6.9,Yes
1040,13 kaidan,2003,6.1,Yes
1041,13 latidos de amor,2004,NULL,Yes
1042,13 Lead Soldiers,1948,NULL,Yes
1043,13 Men and a Gun,1938,NULL,Yes
1044,13 Minuten vor zwlf in Lima,1989,NULL,Yes
1045,13 minutes 13 dans la vie Josh et Anna,1998,NULL,Yes
1046,13 Moons,2002,5.8,Yes
1047,"13 Most Beautiful Women, The",1964,NULL,Yes
1048,13 Rue Madeleine,1947,6.8,Yes
1049,13 Seconds,2003,NULL,Yes
1050,13 stolar,1945,NULL,Yes
1051,13 Sthle,1938,7.4,Yes
1052,"13 vies du chat Lelouch, Les",2002,NULL,Yes
1053,13 Washington Square,1928,NULL,Yes
1054,13 West Street,1962,6.6,Yes
1055,"13-13, El",1943,NULL,Yes
1056,13-rsdagen,1994,NULL,Yes
1057,13. jul,1982,6.4,Yes
1058,13. kes,1995,NULL,Yes
1059,13. revr,1946,NULL,Yes
1060,"13. Tag, Der",1991,NULL,Yes
1061,13.000 onder n dak,1990,NULL,Yes
1062,"13.000, El",1920,NULL,Yes
1063,"13.000, El",1941,NULL,Yes
1064,13/14,2004,NULL,Yes
1065,1300 godini bulgraska civilizacija,1980,NULL,Yes
1066,1300cc,2001,NULL,Yes
1067,"130 Aniversrio do Colgio Militar, O",1932,NULL,Yes
1068,13se sonyeon,1974,NULL,Yes
1069,13ta godenitsa na printsa,1987,6.8,Yes
1070,"13th Annual American Music Awards, The",1986,NULL,Yes
1071,"13th Annual Tony Awards, The",1959,NULL,Yes
1072,13th Child,2002,4.2,Yes
1073,"13th Floor, The",1988,4.1,Yes
1074,13th Grade,2004,NULL,Yes
1075,"13th House, The",2003,5.5,Yes
1076,"13th Infantry, U.S. Army Marching Through Sallyport, Governors Island",1897,NULL,Yes
1077,"13th Infantry, U.S. Army, in Heavy Marching Order, Double-Time, Governors Island",1897,NULL,Yes
1078,"13th Infantry, U.S. Army: Bayonet Exercise, Governors Island",1897,NULL,Yes
1079,"13th Infantry, U.S. Army: Blanket Court Martial, Governors Island",1897,NULL,Yes
1080,"13th Infantry, U.S. Army: Full Dress Parade and Manoeuvering, Governors Island",1897,NULL,Yes
1081,"13th Infantry, U.S. Army: Full Dress Parade, Governors Island",1897,NULL,Yes
1082,"13th Infantry, U.S. Army: Manual of Arms, Governors Island",1897,NULL,Yes
1083,"13th Infantry, U.S. Army: Marching and Counter Marching (Band and Troops)",1897,NULL,Yes
1084,"13th Infantry, U.S. Army: Musical Drill, Governors Island",1897,NULL,Yes
1085,"13th Infantry, U.S. Army: Scaling Walls in Retreat, Governors Island",1897,NULL,Yes
1086,"13th Infantry, U.S. Army: Scaling Walls with Wounded and Dying, Governors Island",1897,NULL,Yes
1087,"13th Letter, The",1951,5.8,Yes
1088,"13th Man, The",1937,4.9,Yes
1089,"13th Mission, The",1992,NULL,Yes
1090,13th Regiment Pennsylvania Volunteers,1898,NULL,Yes
1091,"13th Sign, The",2000,4.1,Yes
1092,"13th Warrior, The",1999,6.1,Yes
1093,"13th, It Was On a Friday, The",1989,NULL,Yes
1094,13wolui yeonjeong,1982,NULL,Yes
1095,"13  sempre Giuda, Il",1971,NULL,Yes
1096,"13me caprice, Le",1967,NULL,Yes
1097,14 Carrot Rabbit,1952,7.2,Yes
1098,14 de marzo de 1975,1975,NULL,Yes
1099,14 Going on 30,1988,NULL,Yes
1100,14 Million Dreams,2003,9.5,Yes
1101,14 numara,1985,4.1,Yes
1102,14 Tage lebenslnglich,1997,6.5,Yes
1103,14 tseluvki,1997,NULL,Yes
1104,"14 tula, songkram prachachon",2001,6.8,Yes
1105,14 Up Born in the USSR,1998,NULL,Yes
1106,14 Up in America,1998,NULL,Yes
1107,14 vistas tomadas en la via del ferrocarril de Tehuantepec,1907,NULL,Yes
1108,14 Ways to Wear Lipstick,1999,NULL,Yes
1109,14 Wires,1989,NULL,Yes
1110,14 Years On!,1995,NULL,Yes
1111,"14,58 euro",2004,NULL,Yes
1112,"14,99 Euros",2004,NULL,Yes
1113,14-18,1963,NULL,Yes
1114,14/1 endlos,1998,7,Yes
1115,140 Days Under the World,1964,NULL,Yes
1116,14000 Witnesses,1960,NULL,Yes
1117,141 perc a befejezetlen mondatbl,1975,8.6,Yes
1118,14441 kvadrat,1972,NULL,Yes
1119,1465 Westerly,2003,NULL,Yes
1120,147 - Break,1983,NULL,Yes
1121,1492: Conquest of Paradise,1992,5.9,Yes
1123,"14e kippetje, Het",1998,5.6,Yes
1124,14th Annual American Comedy Awards,2000,NULL,Yes
1125,"14th Annual American Music Awards, The",1987,NULL,Yes
1126,"14th Annual Grammy Awards, The",1972,NULL,Yes
1127,"14th Annual People's Choice Awards, The",1988,NULL,Yes
1128,"14th Sikhs, The",1901,NULL,Yes
1129,14th U.S. Infantry Drilling at the Presidio,1898,NULL,Yes
1130,15,2003,6.1,Yes
1131,15 - 18,2001,NULL,Yes
1132,15 Amore,1998,5.8,Yes
1133,15 and Getting Straight,1989,NULL,Yes
1134,15 aot,1986,NULL,Yes
1135,15 aot,2001,6,Yes
1136,15 bajo la lona,1959,NULL,Yes
1137,"15 de septiembre, El",1907,NULL,Yes
1138,15 das,2000,8.3,Yes
1139,15 Filhos,1996,NULL,Yes
1140,15 fvrier 1839,2001,7.6,Yes
1141,15 Jahre,2002,NULL,Yes
1142,15 Minute Death,2003,NULL,Yes
1143,15 Minutes,1997,NULL,Yes
1144,15 Minutes,1999,5.1,Yes
1145,15 Minutes,2001,6.1,Yes
1146,15 Months in May,1997,NULL,Yes
1147,15-Nov,1977,NULL,Yes
1148,15 perc - 15 vrl,1965,NULL,Yes
1149,15 sans billets,1996,NULL,Yes
1150,15 secondes dans la vie de...,1992,NULL,Yes
1152,15 sui boon,2001,NULL,Yes
1153,15 to Life,2002,NULL,Yes
1154,15 Ugly Sisters,1990,NULL,Yes
1155,15 yok yok,1978,NULL,Yes
1156,15' zondergrond,2000,NULL,Yes
1157,"15, prlude de Chopin, Le",1922,NULL,Yes
1158,"15, rue de bains",2000,NULL,Yes
1159,"15,000 Soldiers Reviewed by the President at Camp Alger May 28",1898,NULL,Yes
1160,15-Sai: Gakko IV,2000,6.5,Yes
1161,15.35: spoor 1,2003,5.2,Yes
1162,15/67: TV,1967,NULL,Yes
1163,"15/8, Le",1973,NULL,Yes
1164,150 na godzine,1972,NULL,Yes
1165,1501 1/2,1970,NULL,Yes
1166,"1561-1961, Capitalidad y rango de Madrid",1961,NULL,Yes
1167,158 Miles to Yesterday,1998,NULL,Yes
1168,15: The Life and Death of Philip Knight,1993,NULL,Yes
1169,15th Anniversary,1989,NULL,Yes
1170,15th Annual American Comedy Awards,2001,NULL,Yes
1171,"15th Annual American Music Awards, The",1988,NULL,Yes
1172,"15th Annual Grammy Awards, The",1973,NULL,Yes
1173,"15th Annual Primetime Emmy Awards, The",1963,NULL,Yes
1174,15th August,1993,NULL,Yes
1175,15th Infantry,1900,NULL,Yes
1176,16 45,1999,NULL,Yes
1177,16 Days of Glory,1985,7.8,Yes
1178,16-Dec,2002,7.2,Yes
1179,16 en la lista,1998,NULL,Yes
1180,16 Fathoms Deep,1948,6.9,Yes
